timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-03-10 00:00:00,7926.62000000,7945.54000000,7890.47000000,7932.37000000,233.65111900,1583801999999,1850657.42214273,2717,114.50747900,907027.77518601,0
2020-03-10 01:00:00,7934.10000000,7965.19000000,7890.69000000,7900.25000000,159.30151600,1583805599999,1263464.42913919,1755,67.23587000,533288.16097936,0
2020-03-10 02:00:00,7901.12000000,7923.81000000,7847.08000000,7850.82000000,148.60113700,1583809199999,1173273.63446290,1739,69.92569000,552161.75479986,0
2020-03-10 03:00:00,7853.58000000,7916.08000000,7853.58000000,7905.53000000,196.96730300,1583812799999,1552451.81207911,1944,98.42559400,775508.45248771,0
2020-03-10 04:00:00,7907.06000000,7944.24000000,7903.51000000,7928.34000000,85.22865700,1583816399999,675410.73504926,1415,38.46263600,304828.35344133,0
2020-03-10 05:00:00,7928.36000000,7950.00000000,7906.53000000,7934.69000000,85.91585400,1583819999999,681176.46817219,1471,51.88324400,411293.64150384,0
2020-03-10 06:00:00,7933.80000000,7952.52000000,7914.48000000,7917.36000000,172.66722500,1583823599999,1370173.32915960,1845,73.23481800,580965.99364342,0
2020-03-10 07:00:00,7916.61000000,7916.61000000,7864.75000000,7898.39000000,180.79057900,1583827199999,1426656.68153310,2156,106.80424500,842508.55378969,0
2020-03-10 08:00:00,7898.75000000,7929.87000000,7886.80000000,7903.50000000,86.06614700,1583830799999,680318.68696935,1530,43.27432100,342073.86826629,0
2020-03-10 09:00:00,7901.85000000,7905.04000000,7873.58000000,7883.93000000,120.63933200,1583834399999,951338.23346740,1636,74.09057500,584200.78670566,0
2020-03-10 10:00:00,7883.60000000,8063.43000000,7878.15000000,8033.45000000,326.82168200,1583837999999,2605270.11580167,4656,141.08572300,1125580.80359063,0
2020-03-10 11:00:00,8035.16000000,8108.98000000,8035.16000000,8067.46000000,191.17603700,1583841599999,1542629.00694693,3377,104.89176800,846286.75681888,0
2020-03-10 12:00:00,8067.56000000,8145.97000000,8064.80000000,8139.59000000,159.20645300,1583845199999,1289429.07337934,2635,78.14172300,632800.41025767,0
2020-03-10 13:00:00,8140.74000000,8151.72000000,8026.92000000,8065.20000000,284.05349900,1583848799999,2298868.33417525,3815,126.31276800,1021834.74177614,0
2020-03-10 14:00:00,8064.67000000,8110.11000000,8027.37000000,8041.10000000,141.44525000,1583852399999,1141448.14393489,2636,54.73119900,441695.93667174,0
2020-03-10 15:00:00,8043.25000000,8043.42000000,7748.96000000,7765.82000000,487.73869900,1583855999999,3842955.76280339,6401,214.31568900,1685601.50586162,0
2020-03-10 16:00:00,7765.82000000,7854.69000000,7731.89000000,7843.55000000,296.28798800,1583859599999,2314523.59878287,4075,155.83376000,1217267.17306073,0
2020-03-10 17:00:00,7842.45000000,7907.91000000,7821.74000000,7869.34000000,244.53717500,1583863199999,1923724.78948962,3347,111.63712300,877779.00373032,0
2020-03-10 18:00:00,7868.32000000,7894.74000000,7800.34000000,7867.30000000,248.17454200,1583866799999,1947614.72678524,3174,100.51580800,789133.21766498,0
2020-03-10 19:00:00,7865.57000000,7980.36000000,7850.00000000,7979.93000000,133.17513400,1583870399999,1053958.52310382,2393,60.39393100,477874.70412803,0
2020-03-10 20:00:00,7980.89000000,8028.76000000,7899.10000000,7993.89000000,212.10025100,1583873999999,1692020.01886296,3433,95.16948400,759257.79743482,0
2020-03-10 21:00:00,7995.31000000,8036.66000000,7947.80000000,7967.19000000,97.81530900,1583877599999,781841.29272196,1894,53.10654100,424569.72035573,0
2020-03-10 22:00:00,7967.66000000,8014.36000000,7946.60000000,7959.97000000,228.99381700,1583881199999,1825801.72925555,3031,111.53518700,889343.15121489,0
2020-03-10 23:00:00,7957.49000000,7958.35000000,7871.75000000,7889.21000000,382.22638300,1583884799999,3023735.44774504,4470,201.44920100,1593213.75900640,0
2020-03-11 00:00:00,7892.58000000,7951.25000000,7866.68000000,7939.45000000,62.82546900,1583888399999,497721.59219742,1476,30.89576900,244754.75367935,0
2020-03-11 01:00:00,7941.63000000,7963.84000000,7900.00000000,7927.51000000,59.25436500,1583891999999,469218.58464202,1313,23.76747400,188182.87468959,0
2020-03-11 02:00:00,7927.56000000,7944.66000000,7889.28000000,7901.81000000,42.13837900,1583895599999,333344.92271050,1263,25.78256100,203958.51609386,0
2020-03-11 03:00:00,7900.92000000,7940.00000000,7880.00000000,7924.78000000,57.87544300,1583899199999,458326.83832335,1292,31.78600400,251693.61085594,0
2020-03-11 04:00:00,7924.93000000,7944.88000000,7899.56000000,7905.37000000,48.03255800,1583902799999,380923.88342265,1035,23.90299600,189521.80714320,0
2020-03-11 05:00:00,7904.47000000,7915.85000000,7829.72000000,7851.20000000,152.09951100,1583906399999,1197746.42636843,2682,77.88988100,613624.72973209,0
2020-03-11 06:00:00,7850.98000000,7880.61000000,7824.00000000,7824.95000000,60.10473800,1583909999999,472179.75506076,1745,23.95659100,188189.03483433,0
2020-03-11 07:00:00,7826.45000000,7877.48000000,7818.24000000,7865.58000000,92.46003600,1583913599999,726111.89309162,2328,44.91589800,352918.97547191,0
2020-03-11 08:00:00,7865.22000000,7925.00000000,7788.90000000,7827.41000000,213.83920700,1583917199999,1678126.59336479,4630,95.46947000,749492.44736015,0
2020-03-11 09:00:00,7827.57000000,7843.68000000,7806.49000000,7821.08000000,120.65588600,1583920799999,943610.03188185,2550,63.85319700,499207.38623632,0
2020-03-11 10:00:00,7820.55000000,7859.95000000,7758.53000000,7844.02000000,238.80708500,1583924399999,1864620.93954177,4376,95.41766300,745506.80126214,0
2020-03-11 11:00:00,7844.86000000,7866.08000000,7809.62000000,7830.53000000,76.25320700,1583927999999,597613.27040702,2141,24.36497400,191031.89034291,0
2020-03-11 12:00:00,7828.49000000,7861.80000000,7811.12000000,7848.54000000,124.82133600,1583931599999,977997.01816769,2534,54.48937400,426893.36636685,0
2020-03-11 13:00:00,7849.89000000,7900.85000000,7840.06000000,7855.61000000,115.94033600,1583935199999,912871.89874748,2102,71.87990700,565826.50816159,0
2020-03-11 14:00:00,7855.61000000,7864.29000000,7789.78000000,7803.77000000,154.88132700,1583938799999,1212955.02278815,2846,70.61086700,552772.49806690,0
2020-03-11 15:00:00,7802.13000000,7830.00000000,7743.79000000,7781.36000000,190.41644500,1583942399999,1481835.79159635,3368,91.66128500,713623.61136576,0
2020-03-11 16:00:00,7783.94000000,7824.32000000,7755.77000000,7766.66000000,256.56475000,1583945999999,1996947.91608878,4467,147.10885700,1144688.01125677,0
2020-03-11 17:00:00,7766.66000000,7769.78000000,7645.97000000,7671.01000000,389.29921500,1583949599999,2994051.75780547,6441,181.75010700,1397434.45645414,0
2020-03-11 18:00:00,7670.62000000,7815.39000000,7587.34000000,7796.41000000,521.24897900,1583953199999,4004625.05571867,8146,290.81089100,2233192.33144329,0
2020-03-11 19:00:00,7798.18000000,7846.18000000,7757.63000000,7833.73000000,230.53323900,1583956799999,1797431.21240787,4668,127.06155100,990832.83687081,0
2020-03-11 20:00:00,7833.50000000,7877.42000000,7824.31000000,7862.73000000,121.11510800,1583960399999,951095.05760723,3118,68.15066300,535248.02675240,0
2020-03-11 21:00:00,7863.62000000,7873.22000000,7804.00000000,7811.00000000,70.06743300,1583963999999,549726.10981762,2018,32.85792700,257736.98372009,0
2020-03-11 22:00:00,7811.60000000,7985.51000000,7805.25000000,7957.17000000,193.71731300,1583967599999,1532748.47899981,3888,101.65395200,803415.36877967,0
2020-03-11 23:00:00,7957.36000000,7982.21000000,7917.87000000,7940.09000000,134.75836700,1583971199999,1070341.07475805,3271,52.46359200,416632.86961453,0
2020-03-12 00:00:00,7941.97000000,7968.67000000,7905.12000000,7920.16000000,123.36403700,1583974799999,978593.97757213,2213,72.83645400,577624.19657596,0
2020-03-12 01:00:00,7917.94000000,7940.75000000,7703.97000000,7720.76000000,269.59772900,1583978399999,2107584.31898890,4627,129.00438100,1008570.13542732,0
2020-03-12 02:00:00,7719.36000000,7754.78000000,7576.00000000,7644.21000000,461.30870800,1583981999999,3534945.59128384,6392,243.04907100,1861187.30076581,0
2020-03-12 03:00:00,7644.62000000,7697.94000000,7600.00000000,7662.15000000,154.77986200,1583985599999,1185579.44477724,3260,79.45239800,608636.01222700,0
2020-03-12 04:00:00,7660.72000000,7660.72000000,7563.50000000,7623.47000000,274.26685700,1583989199999,2085826.40429352,5929,130.40914800,991717.98370077,0
2020-03-12 05:00:00,7620.91000000,7652.18000000,7595.92000000,7643.47000000,89.18776500,1583992799999,680054.34449364,2031,47.25706400,360427.21237776,0
2020-03-12 06:00:00,7645.12000000,7645.63000000,7456.09000000,7484.76000000,342.68860300,1583996399999,2580662.91356787,6540,171.58179300,1290895.77039023,0
2020-03-12 07:00:00,7484.61000000,7492.34000000,7344.81000000,7386.11000000,379.02122800,1583999999999,2807476.50505028,6234,189.32534700,1401888.48181351,0
2020-03-12 08:00:00,7386.45000000,7462.17000000,7304.75000000,7367.75000000,281.11736900,1584003599999,2073929.51662410,4470,111.61795100,824605.34872145,0
2020-03-12 09:00:00,7372.93000000,7382.79000000,7333.72000000,7348.43000000,278.81888300,1584007199999,2052897.72466536,3464,135.13531300,995082.01016464,0
2020-03-12 10:00:00,7349.62000000,7359.51000000,5324.87000000,6084.79000000,1635.28190500,1584010799999,10581674.89754365,19330,801.41309200,5156462.99889482,0
2020-03-12 11:00:00,6084.79000000,6450.99000000,5723.12000000,6007.90000000,1767.07482400,1584014399999,10824242.15707238,28944,927.23901900,5686799.59800681,0
2020-03-12 12:00:00,6008.04000000,6277.96000000,5871.82000000,6006.11000000,1002.61192800,1584017999999,6081490.04182240,21802,455.63790600,2760690.69843491,0
2020-03-12 13:00:00,6006.07000000,6075.44000000,5730.45000000,5986.19000000,930.61417000,1584021599999,5498139.06159894,16978,516.01817400,3049783.53591027,0
2020-03-12 14:00:00,5987.71000000,6179.53000000,5900.00000000,6101.70000000,1123.63112700,1584025199999,6781902.35131392,17966,520.95144700,3148117.04061790,0
2020-03-12 15:00:00,6095.91000000,6143.73000000,6028.15000000,6126.56000000,629.60248800,1584028799999,3831437.35284827,11249,329.31693700,2004067.24175919,0
2020-03-12 16:00:00,6126.56000000,6182.01000000,5949.83000000,6078.03000000,524.44207900,1584032399999,3169095.00294908,11380,252.76335200,1526960.79565592,0
2020-03-12 17:00:00,6078.04000000,6222.14000000,6059.24000000,6099.71000000,646.99004600,1584035999999,3962147.05606836,10879,280.90639000,1720260.42325379,0
2020-03-12 18:00:00,6101.44000000,6141.51000000,5958.93000000,5971.55000000,298.55447000,1584039599999,1809103.96858312,6663,135.63664800,821979.63377531,0
2020-03-12 19:00:00,5969.02000000,6081.09000000,5962.04000000,6025.58000000,250.04407800,1584043199999,1508568.28244620,5960,132.04687400,796720.79599072,0
2020-03-12 20:00:00,6026.47000000,6047.64000000,5600.00000000,5723.23000000,1070.83550700,1584046799999,6227487.56937246,17677,532.70172100,3096858.59454957,0
2020-03-12 21:00:00,5724.34000000,5858.82000000,5563.80000000,5796.30000000,716.19029000,1584050399999,4075702.25868700,12576,396.28085000,2254133.73029858,0
2020-03-12 22:00:00,5797.75000000,5935.10000000,5707.86000000,5786.87000000,715.18423800,1584053999999,4154851.32413723,14343,349.73522000,2033558.28934119,0
2020-03-12 23:00:00,5787.47000000,5789.92000000,4418.46000000,4802.94000000,2183.36633700,1584057599999,10835559.06663922,30460,989.21705800,4881170.17014069,0
2020-03-13 00:00:00,4800.43000000,5031.77000000,4511.88000000,4645.05000000,1458.32966500,1584061199999,6920129.35609250,22242,707.68493800,3352877.01152458,0
2020-03-13 01:00:00,4645.04000000,4753.64000000,4086.51000000,4115.94000000,821.91806800,1584064799999,3715289.08002619,13691,359.72497200,1632045.59681896,0
2020-03-13 02:00:00,4115.93000000,5262.08000000,3775.58000000,4849.34000000,1957.00171700,1584068399999,8540927.98769341,20477,972.72210200,4243377.36324657,0
2020-03-13 03:00:00,4838.31000000,5534.01000000,4800.03000000,5178.17000000,1078.79179900,1584071999999,5539850.44064838,12776,645.44675000,3310607.22552547,0
2020-03-13 04:00:00,5164.36000000,5181.54000000,4698.24000000,4782.04000000,352.95848300,1584075599999,1752474.69001030,5780,156.39741700,776631.01337238,0
2020-03-13 05:00:00,4786.04000000,5213.05000000,4780.73000000,4959.53000000,507.00605100,1584079199999,2559195.84098585,6449,276.23550700,1396599.30826068,0
2020-03-13 06:00:00,4967.67000000,5199.24000000,4869.31000000,5181.93000000,712.34744700,1584082799999,3607220.53187964,5614,500.75226400,2544230.64754574,0
2020-03-13 07:00:00,5182.50000000,5460.30000000,5029.81000000,5407.30000000,820.80018700,1584086399999,4264748.86861017,6103,229.66679500,1191366.63671768,0
2020-03-13 08:00:00,5409.94000000,5635.78000000,5139.61000000,5294.41000000,541.20047700,1584089999999,2894275.88132665,8402,315.81038900,1686588.50170446,0
2020-03-13 09:00:00,5294.39000000,5705.23000000,5286.26000000,5605.89000000,322.24664500,1584093599999,1764144.90710658,5682,182.24114200,998720.18725876,0
2020-03-13 10:00:00,5605.77000000,5675.40000000,5441.31000000,5607.08000000,420.52726300,1584097199999,2354035.35054785,7158,226.14497900,1267225.67410543,0
2020-03-13 11:00:00,5602.52000000,5613.31000000,5280.98000000,5426.57000000,280.36712900,1584100799999,1529256.89335519,6977,124.83915300,681804.47998731,0
2020-03-13 12:00:00,5424.21000000,5726.94000000,5393.60000000,5580.19000000,354.02136100,1584104399999,1975006.46127992,9704,179.70889000,1002767.24153588,0
2020-03-13 13:00:00,5593.44000000,5995.35000000,5513.31000000,5661.56000000,719.37129500,1584107999999,4118637.49037863,13020,354.39901900,2026005.24677564,0
2020-03-13 14:00:00,5662.10000000,5876.92000000,5346.42000000,5423.94000000,550.06703300,1584111599999,3110562.86112078,13199,277.45451500,1578433.95555368,0
2020-03-13 15:00:00,5436.98000000,5471.35000000,4950.00000000,5235.23000000,1035.76769900,1584115199999,5401721.62788705,15171,433.96878200,2265698.24780807,0
2020-03-13 16:00:00,5237.52000000,5426.69000000,5078.57000000,5215.08000000,694.01042800,1584118799999,3635399.14264779,8787,335.31842000,1757056.89915875,0
2020-03-13 17:00:00,5225.41000000,5338.99000000,5132.12000000,5201.44000000,448.90616600,1584122399999,2345370.82304368,5156,207.73412900,1084385.11516675,0
2020-03-13 18:00:00,5201.69000000,5209.21000000,4832.14000000,5001.61000000,468.03061400,1584125999999,2351263.67838305,6525,196.50257500,987330.91550516,0
2020-03-13 19:00:00,4992.65000000,5542.35000000,4886.59000000,5414.90000000,722.74165900,1584129599999,3754053.91561924,9157,318.89490600,1655355.70822951,0
2020-03-13 20:00:00,5424.38000000,5526.31000000,5250.23000000,5383.12000000,552.21859600,1584133199999,2994848.30885594,8705,250.04090000,1358285.68273496,0
2020-03-13 21:00:00,5383.87000000,5635.18000000,5382.24000000,5529.00000000,240.18632100,1584136799999,1323860.23430914,5760,98.01483300,539360.48000307,0
2020-03-13 22:00:00,5528.99000000,5663.81000000,5482.02000000,5647.17000000,240.29995300,1584140399999,1339711.14269299,4251,120.47269500,671546.39481935,0
2020-03-13 23:00:00,5647.17000000,5744.99000000,5492.98000000,5634.62000000,392.71845200,1584143999999,2212118.20497791,5799,187.02682800,1053173.56723669,0
2020-03-14 00:00:00,5625.69000000,5633.64000000,5438.57000000,5492.67000000,427.69012400,1584147599999,2363185.68123528,7767,189.35576800,1046125.83309481,0
2020-03-14 01:00:00,5492.70000000,5540.78000000,5359.37000000,5506.60000000,387.58401400,1584151199999,2111242.87366677,6363,216.04084800,1177925.39499068,0
2020-03-14 02:00:00,5505.98000000,5601.81000000,5421.40000000,5588.71000000,411.40268300,1584154799999,2260945.53615661,6082,282.16383300,1551111.08975821,0
2020-03-14 03:00:00,5582.86000000,5662.06000000,5550.31000000,5602.94000000,427.38746500,1584158399999,2394349.77520934,5056,235.06258200,1316581.64030088,0
2020-03-14 04:00:00,5594.44000000,5597.54000000,5468.00000000,5536.69000000,289.99204000,1584161999999,1602432.75465236,4649,176.30042800,974060.97644844,0
2020-03-14 05:00:00,5529.63000000,5567.12000000,5443.53000000,5450.52000000,415.93637200,1584165599999,2283258.05617100,4226,303.77762700,1667258.04073716,0
2020-03-14 06:00:00,5451.72000000,5494.07000000,5415.15000000,5442.26000000,480.78235100,1584169199999,2618667.55446492,4638,343.98413100,1873787.71236442,0
2020-03-14 07:00:00,5441.35000000,5529.90000000,5418.52000000,5520.68000000,341.35624800,1584172799999,1865058.81477286,4407,191.86381500,1048464.91379855,0
2020-03-14 08:00:00,5520.42000000,5524.31000000,5284.74000000,5364.30000000,579.16966500,1584176399999,3103969.72732411,7131,388.47442400,2080042.74286282,0
2020-03-14 09:00:00,5364.30000000,5378.34000000,5209.24000000,5244.06000000,303.93575300,1584179999999,1616069.02757046,4214,181.39521800,965133.39796615,0
2020-03-14 10:00:00,5244.06000000,5425.84000000,5192.02000000,5395.39000000,504.02245800,1584183599999,2668166.58610654,5797,332.96284700,1761326.56773281,0
2020-03-14 11:00:00,5397.85000000,5512.00000000,5370.07000000,5478.69000000,354.84379200,1584187199999,1926450.60356221,4332,224.59350500,1217183.84458609,0
2020-03-14 12:00:00,5472.23000000,5472.80000000,5314.30000000,5440.19000000,689.18970500,1584190799999,3704974.54449262,6585,507.49212700,2727129.37476359,0
2020-03-14 13:00:00,5444.77000000,5467.35000000,5285.71000000,5315.12000000,452.31556400,1584194399999,2430952.34189562,6178,178.36863700,958001.96759807,0
2020-03-14 14:00:00,5318.26000000,5415.03000000,5302.20000000,5386.98000000,176.65285100,1584197999999,948077.52872824,3717,89.25189400,478891.00403299,0
2020-03-14 15:00:00,5385.89000000,5430.74000000,5317.18000000,5325.65000000,159.93679800,1584201599999,859177.52225319,3868,98.19628900,527423.06395172,0
2020-03-14 16:00:00,5325.65000000,5481.82000000,5270.94000000,5402.83000000,294.92112500,1584205199999,1588878.27085523,5279,156.04203200,840456.17565929,0
2020-03-14 17:00:00,5403.22000000,5419.67000000,5360.05000000,5409.97000000,82.86906400,1584208799999,446681.70745463,2375,37.78062300,203722.44548543,0
2020-03-14 18:00:00,5409.62000000,5505.39000000,5394.20000000,5454.78000000,177.07166800,1584212399999,968136.99307667,2759,77.46460000,423545.15422471,0
2020-03-14 19:00:00,5456.61000000,5498.26000000,5390.00000000,5400.96000000,119.46912100,1584215999999,652403.08479474,2291,51.25549600,279893.43953942,0
2020-03-14 20:00:00,5401.60000000,5433.20000000,5295.61000000,5343.36000000,220.86242200,1584219599999,1184288.95340947,4104,139.36884000,747364.00522339,0
2020-03-14 21:00:00,5341.09000000,5355.76000000,5280.06000000,5302.07000000,118.97155600,1584223199999,631838.27137473,2596,74.74092700,396751.80989929,0
2020-03-14 22:00:00,5301.77000000,5336.47000000,5197.13000000,5274.71000000,195.81475200,1584226799999,1032153.63686635,3269,94.34868600,497393.65867929,0
2020-03-14 23:00:00,5273.55000000,5279.22000000,5052.06000000,5164.13000000,460.95590800,1584230399999,2366642.54989115,6750,227.60954300,1169338.80748698,0
2020-03-15 00:00:00,5174.02000000,5266.78000000,5090.48000000,5196.73000000,531.09846100,1584233999999,2746317.90207775,4162,276.82397800,1432818.10810049,0
